TID_LANGUAGE_LOCALIZED_NAME;English;ÖĞÎÄ
TID_HINT_TROPHY_COUNT;All Trophies that you win are deducted from your opponents' trophies;ÄãÓ®ÁËËùÓĞµÄ½±±­´Ó¶ÔÊÖµÄ½±±­ÖĞ¿Û³ı
TID_HINT_ACHIEVEMENT_GEMS;Complete Achievements to earn free Green Gems!;Íê³É³É¾Í»ñµÃÃâ·ÑµÄÂÌ±¦Ê¯£¡
TID_HINT_UNLOCKS;Upgrade your Town Hall to unlock new buildings and new upgrade levels for your current buildings;Äúµ±Ç°µÄ½¨Öş£¬Éı¼¶ÄúµÄ´ó»áÌÃ£¬½âËøĞÂµÄ½¨ÖşºÍĞÂµÄÉı¼¶
TID_HINT_REBUILD_CLANCASTLE;Rebuild the ruined Clan Castle to join forces with other players!;ÖØ½¨±»ÆÆ»µµÄ¼Ò×å³Ç±¤£¬ÓëÆäËûÍæ¼ÒÁªÊÖ£¡
TID_HINT_CLAN_REINFORCEMENTS;Use the Clan Castle to request reinforcements from your Clanmates!;Ê¹ÓÃÊÏ×åµÄ³Ç±¤£¬´ÓÄúµÄÊÏ×å³ÉÔ±ÃÇÒªÇóÔöÔ®£¡
TID_HINT_CLAN_TROOP_DEPLOY;Clan Castle reinforcement troops can defend your village from an enemy attack, or you can deploy them when attacking;¼Ò×å³Ç±¤µÄÔöÔ®²¿¶Ó¿ÉÒÔ´ÓµĞÈËµÄ½ø¹¥£¬±£ÎÀÄãµÄ´å×¯»ò½ø¹¥Ê±£¬Äã¿ÉÒÔ½«Æä²¿Êğ
TID_HINT_SPELL_LIGTHNING;The Lightning Spell damages units and buildings in a small area.;ÉÁµç·¨ÊõËğº¦µÄµ¥Î»ºÍ½¨ÖşÎïÔÚĞ¡·¶Î§ÄÚ¡£
TID_HINT_SPELL_HEALING;The Healing Spell creates a ring of healing that heals your units while inside.;ÖÎÁÆ·¨Êõ´´½¨µÄÓúºÏ£¬ÓúºÏÄãµÄµ¥Î»£¬¶øÀïÃæµÄÒ»»·¡£
TID_HINT_SPELL_RAGE;The Rage Spell creates a ring of rage that makes your units stronger and faster while inside.;·ßÅ­·¨ÊõµÄ·ßÅ­£¬¸üÇ¿£¬¸ü¿ì£¬ÄãµÄµ¥Î»£¬¶øÄÚ´´½¨Ò»¸ö»·¡£
TID_HINT_SPELL_JUMP;The Jump Spell creates a ring which allows your units to jump over walls.;Ìø×ª·¨Êõ´´½¨ÁËÒ»¸ö»·£¬Ëü¿ÉÒÔÈÃÄãµÄ²¿¶ÓÔ½¹ıÇ½¡£
TID_HINT_SPELL_JUMP_BIG_UNITS;You can upgrade the Jump Spell to allow Giants and P.E.K.K.A.s to jump over walls.;Äú¿ÉÒÔÉı¼¶µÄÌø×ª·¨Êõ£¬ÈÃ¾ŞÈËºÍPEKKAsÌø¹ıÇ½¡£
TID_HINT_FORUMS;Join the Clash of Clans Forums! Look in Settings - Help and Support.;¼ÓÈë³åÍ»µÄ¼Ò×åÂÛÌ³£¡ÔÚ¡°ÉèÖÃ¡± - ¡°°ïÖúºÍÖ§³Ö¡±¡£
TID_HINT_LABORATORY;You can upgrade your troops in the Laboratory to make them better and stronger!;Äã¿ÉÒÔÉı¼¶ÄãµÄ²¿¶ÓÔÚÊµÑéÊÒ£¬Ê¹ËûÃÇ¸üºÃ£¬¸üÇ¿£¡
TID_HINT_DPS;The Damage statistic in unit and turret info is measured as Damage Per Second.;ÊÇºâÁ¿Ã¿ÃëÉËº¦µ¥Î»ºÍÅÚËş×ÊÑ¶µÄËğÉËÍ³¼Æ¡£
TID_HINT_LABORATORY_UPGRADES;You can't cancel upgrades in the Laboratory once they are started. Plan ahead!;Äú¿ÉÒÔ²»È¡ÏûÉı¼¶£¬Ò»µ©ËûÃÇ¿ªÊ¼ÔÚÊµÑéÊÒ¡£ÌáÇ°¼Æ»®£¡
TID_HINT_USABLE_WHILE_UPGRADING;Camps, Clan Castles and Storages remain functional while they are being upgraded.;Óª£¬¼Ò×å³Ç±¤ºÍ´æ´¢¹¦ÄÜ£¬¶øËûÃÇÕıÔÚÉı¼¶¡£
TID_HINT_OBSTACLES_DEPLOY;Troops cannot be deployed on top of obstacles and decorations.;²¿¶Ó²»ÄÜ²¿ÊğÔÚ¶¥²¿µÄÕÏ°­ºÍ×°ÊÎ¡£
TID_HINT_END_BATTLE;You can end battle and be victorious when you have won at least one star in it.;Äú¿ÉÒÔ½áÊøÕ½¶·£¬µ±ÄãÓ®µÃÁËÊ¤ÀûÖÁÉÙÒ»ĞÇ¼¶¡£
TID_HINT_CHAT_REPORT;If you see an offensive message in the chat, tap it and choose \qReport\q to report the player.;Èç¹ûÄã¿´µ½Ò»¸ö½ø¹¥µÄÏûÏ¢£¬ÔÚÁÄÌìÖĞ£¬µã»÷Ëü²¢Ñ¡Ôñ\ qReport \ Q±¨¸æÍæ¼Ò¡£
TID_HINT_CHAT_REPORT_LIMIT;Use chat reporting only when necessary - don't get carried away!;±¨¸æÖ»ÔÚ±ØÒªÊ±Ê¹ÓÃÁÄÌì - ²»ÒªµÃÒâÍüĞÎ£¡
TID_HINT_REVENGE_OF_REVENGE;Revenge attack is unavailable against players that you attacked first.;¸´³ğ¹¥»÷ÊÇ¶ÔÄã¹¥»÷µÚÒ»µÄÍæ¼Ò²»¿ÉÓÃ¡£
TID_HINT_BATTLE_ENDS;The battle ends when you have expended all your troops, even if you still have Clan reinforcements or spells left.;Õ½¶·½áÊø£¬µ±ÄãÔÚÕâ·½Ãæ»¨·ÑÄãËùÓĞµÄ¾ü¶Ó£¬¼´Ê¹ÄãÈÔÈ»ÓĞ×Ú×åÔöÔ®»ò·¨ÊõÀë¿ª¡£
TID_HINT_XBOW_LVL_8;Upgrading your Town Hall will grant you access to a new defensive weapon called X-Bow.;Éı¼¶ÄúµÄÊĞÕşÌü½«¸øÓèÄã½øÈëµ½Ò»¸öĞÂµÄ·ÀÓùĞÔÎäÆ÷£¬±»³ÆÎªX-BOW¡£
TID_HINT_XBOW_TARGETS_1;You can set the X-Bow to attack both air and ground targets at a short range.;Äú¿ÉÒÔÉèÖÃÔÚºÜ¶ÌµÄ·¶Î§ÄÚÍ¬Ê±¹¥»÷¿ÕÖĞºÍµØÃæÄ¿±êµÄX-BOW¡£
TID_HINT_XBOW_TARGETS_2;You can set the X-Bow to attack only ground targets at long range.;Äú¿ÉÒÔÉèÖÃX-¹­ÔÚÔ¶¾àÀë¹¥»÷µØÃæÄ¿±ê¡£
TID_HINT_XBOW_AMMO;X-Bow uses Elixir as ammo. Remember to reload it after enemy attacks!;X-¹­Ê¹ÓÃµÄÒ©¼Á×÷Îªµ¯Ò©¡£Çë¼Ç×¡µĞÈËµÄ¹¥»÷ºó£¬ÖØĞÂ¼ÓÔØËü£¡
TID_BUTTON_FBPAGE;Latest Updates;×îĞÂ¸üĞÂ
TID_BUILDING_SPELL_FORGE;Spell Factory;Æ´Ğ´³§
TID_SPELL_FORGE_INFO;The Spell Factory is home to veteran Wizards who are better suited to creating magical weapons than front-line combat. Use their powerful Attack Spells to turn the tide of battle in your favor!;·¨Êõ³§ÊÇ¼ÒÀÏË­¸üÊÊºÏ´´ÔìÉñÆæµÄÎäÆ÷±ÈÇ°Ïß×÷Õ½µÄÆæ²Å¶Ó¡£ÀûÓÃÆäÇ¿´óµÄ¹¥»÷·¨Êõ¶ÔÄãÓĞÀûµÄÕ½¶·ÖĞÁ¦Íì¿ñÀ½£¡
TID_OTHER_SPELL_LEFT;Select a different spell;Ñ¡Ôñ²»Í¬µÄ·¨Êõ
TID_ALL_SPELLS_USED;No spells left;Ã»ÓĞ·¨ÊõÀë¿ª
TID_TRAIN_SPELL_STORAGE_FULL;Spell Factory full!;Æ´Ğ´³§Âú£¡
TID_TRAIN_SPELL_STORAGE_FULL_INFO;Upgrade the Spell Factory for more capacity;Éı¼¶¸ü´óÈİÁ¿µÄ·¨Êõ¹¤³§
TID_SPELLS_INSIDE;Spells ready: <number> / <number2>;·¨Êõ×¼±¸£º<±àºÅ> / <number2>
TID_SPELL_STORAGE_CAPACITY;Spell capacity: <number>;Æ´Ğ´ÄÜÁ¦£º<Êı×Ö>
TID_SPELL_DAMAGE;Total damage: <number>;×ÜÉËº¦£º<Êı×Ö>
TID_INFO_FORGING_TIME;Time to create:;´´½¨Ê±¼ä£º
TID_FORGE_COST;Cost: <number> <resource>;·ÑÓÃ£º<±àºÅ> <×ÊÔ´>
TID_SPELL_SPEED_UP_SUCCESS;Spell creation finished!;·¨Êõ´´×÷Íê³ÉÁË£¡
TID_NOT_ENOUGH_SPELL_STORAGE;Your Spell Factory is at full capacity!;ÄãµÄ·¨Êõ³§ÊÇÔÚÂú¸ººÉ£¡
TID_LIGHTNING_STORM;Lightning Spell;ÉÁµç·¨Êõ
TID_HEALING_WAVE;Healing Spell;ÖÎÁÆ·¨Êõ
TID_HASTE;Rage Spell;·ßÅ­·¨Êõ
TID_HASTE_DAMAGE;Damage increase: <number>%;ÉËº¦Ôö¼Ó£º<±àºÅ>£¥
TID_REQUIRED_SPELL_FORGE_LEVEL;Level <number> Spell Factory required;¼¶<Êı×Ö>·¨Êõ³§
TID_UNLOCK_SPELL_FORGE_SPELL;Unlocks spell:;½âËø·¨Êõ£º
TID_POPUP_UPGRADE_ALREADY_IN_PROGRESS;Upgrade in progress;Éı¼¶ÕıÔÚ½øĞĞÖĞ
TID_TIP_SPELL_FORGE;Create powerful spells that can be used when attacking enemy villages;Ê±£¬¿ÉÓÃÓÚ´´½¨¹¦ÄÜÇ¿´óµÄ·¨Êõ¹¥»÷µĞÈËµÄ´å×¯
TID_POPUP_FORGE_TITLE;Create Spells <limit>;·¨Êõ<limit>
TID_CANCLE_TRAINING_INFO;Note! Removing troops from the queue will refund only <number>% of the cost.;×¢Òâ£¡´Ó¶ÓÁĞÖĞÉ¾³ı²¿¶Ó£¬½ö½«ÍË»¹<±àºÅ>£¥µÄ³É±¾¡£
TID_CANCLE_SPELL_INFO;Note! Removing spells from the queue will refund only <number>% of the cost.;×¢Òâ£¡´Ó¶ÓÁĞÖĞÉ¾³ı·¨Êõ£¬Ö»½«ÍË»¹<±àºÅ>£¥µÄ³É±¾¡£
TID_HASTE_SPEED;Speed increase: <number>;ËÙ¶ÈÔö¼Ó£º<Êı×Ö>
TID_INFO_EFFECT_TYPE;Effect type:;Ğ§¹ûÀàĞÍ£º
TID_TOTAL_HEAL;Total heal: <number>;×ÜÖÎÁÆ£º<Êı×Ö>
TID_REPLAY_BUTTON_FAIL;Replay is no longer available!;ÖØ²¥ÊÇ²»ÔÙ¿ÉÓÃ£¡
TID_ACHIEVEMENT_CHALLENGE_BUTTON;Challenge friends;ÌôÕ½µÄÅóÓÑ
TID_NAME_INSTRUCTIONS;Please pick a name you like - you can't change it later!;ÇëÑ¡ÔñÒ»¸öÄãÏ²»¶µÄÃû×Ö - Äã²»ÄÜ¸Ä±äËü£¡
TID_BUTTON_REPLAY;Replay;ÖØ²¥
TID_REPLAY_TIME;Replay ends in:;ÖØ²¥Ê±¼ä£º
TID_GC_CHALLENGE;Challenge friends;ÌôÕ½µÄÅóÓÑ
TID_GC_NOCHALLENGE;Open achievements;¿ª·Å³É¾Í
TID_POPUP_HEADER_ABOUT_TO_SPEED_UP;Finish now!;Íê³ÉÁË£¡
TID_POPUP_SPEED_UP_UPGRADE;Do you want to finish the upgrade of <item> for <number> Gems?;ÄãÏë£¬µ½Íê³ÉÉı¼¶µÄ<item>£¬<Êı×Ö>±¦Ê¯Âğ£¿
TID_POPUP_SPEED_UP_CONSTRUCTION;Do you want to finish the construction of <item> for <number> Gems?;ÄãÏëÎª<Êı×Ö>±¦Ê¯Íê³É½¨Éè<ITEM>µÄÂğ£¿
TID_BUTTON_CREATE_SPELL;Create Spells;´´½¨·¨Êõ
TID_REVENGE_NOT_AVAILABLE;Revenge not available;¸´³ğ²»¿ÉÓÃ
TID_REPLAY_NOT_AVAILABLE;Replay not available;ÖØ²¥²»¿ÉÓÃ
TID_RESTART_REPLAY_BUTTON;Restart;ÖØĞÂ¿ªÊ¼
TID_REPLAY_REPLAY;Replay;ÖØ²¥
TID_REPLAY_SPEED;Replay Speed:;»Ø·ÅËÙ¶È£º
TID_REPLAY_PLAY_AGAIN;Play Again;ÔÙÍæÒ»´Î
TID_UPGRADE_FINISH_NOW;Finish Upgrade:;Íê³ÉÉı¼¶£º
TID_FINISH_SPELL;Finish now:;Íê³É£º
TID_TARGET_ALREADY_IN_ALLIANCE;Player is already in a Clan.;²¥·ÅÆ÷ÒÑ¾­ÔÚÊÏ×å¡£
TID_LIGHTNING_STORM_INFO;Electrocute your enemies with bolts of lightning!\n\nCast this spell at the enemy village to damage buildings and units inside a small area.;ÉÁµç´¥µçÄãµÄµĞÈË£¡\ n__ \ nCastÕâ¸ö·¨ÊõÔÚµĞÈËµÄ´å×¯Ëğ»µµÄ½¨ÖşÎïºÍÀïÃæµÄÒ»¸öĞ¡Ãæ»ıµÄµ¥Î»¡£
TID_HEALING_WAVE_INFO;Heal your troops to keep them in the fight!\n\nCast this spell to create a Ring of Healing. Your units will be healed while they are inside this ring.;ÖÎÓúÄãµÄ²¿¶Ó£¬ÈÃËûÃÇÔÚÕ½¶·£¡\ n \ nCastÏÂÕâ¸ö·¨Êõ´´½¨Ò»¸öÖÎÁÆÖ®»·µÄ¡£ÄãµÄµ¥Î»»á±»ÖÎÓú£¬¶øËûÃÇÔÚÕâ¸ö»·¡£
TID_HASTE_INFO;Enrage your units to make them bigger, faster and stronger!\n\nCast this to create a Ring of Rage! Your units will gain speed and attack power while they are inside this ring.;¼¤Å­ÄãµÄµ¥Î»£¬Ê¹ËûÃÇ¸ü´ó£¬¸ü¿ì£¬¸üÇ¿£¡\ n \ nCastÏÂ´´½¨Ò»¸ö½äÖ¸·ßÅ­£¡ÄãµÄµ¥Î»»á»ñµÃËÙ¶ÈºÍ¹¥»÷Á¦£¬¶øËûÃÇÔÚÕâ¸ö»·¡£
TID_COMING_SOON;Coming Soon...;¼´½«ÍÆ³ö...
TID_UNIT_STORAGE_CAPACITY_ALL;Total troop capacity: <number>;×Ü±øÁ¦µÄÄÜÁ¦£º<Êı×Ö>
TID_TOTAL_CAPACITY_AFTER_TRAIN;Troop capacity after training:;ÑµÁ·ºóµÄ²¿¶ÓÄÜÁ¦£º
TID_BUILDING_TEXT_RESEARCH;Research;ÑĞ¾¿
TID_IF_LOST;Defeat:;Ê§°Ü£º
TID_POPUP_HEADER_ABOUT_TO_CANCEL_SPELL;Are you sure?;ÄãÈ·¶¨Âğ£¿
TID_POPUP_ABOUT_TO_CANCEL_SPELL;Canceling spells in the queue will return only <number>% of the cost.;È¡Ïû·¨ÊõµÄ¶ÓÁĞÖĞ£¬½«Ö»·µ»Ø<Êı×Ö>£¥µÄ³É±¾¡£
TID_ALLIANCE_REJECT_DEFAULT_MESSAGE;Sorry, we decided not to let you into the clan.;ºÜ±§Ç¸£¬ÎÒÃÇ¾ö¶¨²»ÈÃÄã½øÈëÊÏ×å¡£
TID_ALLIANCE_REJECT_MESSAGE_TITLE;Reject: <name>;¾Ü¾ø£º<Ãû³Æ>
TID_KICK_DEFAULT_MESSAGE;Sorry, we decided to kick you out of the clan.;ºÜ±§Ç¸£¬ÎÒÃÇ¾ö¶¨ÌßÄãµÄÕ½¶Ó¡£
TID_KICK_MESSAGE_TITLE;Kick Out: <name>?;¾¾³öÀ´£º<NAME>£¿
TID_KICKED_FROM_ALLIANCE;You have been kicked from Clan: <msg>;ÄúÒÑ±»Ìß³ö¼Ò×å£º<msg>
TID_CLAN_CASTLE_TROOPS_INSIDE;Troops inside:;²¿¶ÓÀïÃæ£º
TID_UPGRADE_TH_TO_UNLOCK_MORE;Upgrade Town Hall to level <number> to build more!;Éı¼¶´ó»áÌÃ¼¶<Êı×Ö>½¨Á¢¸ü¶à£¡
TID_UPGRADE_TH_TO_UNLOCK;Upgrade Town Hall to level <number> to unlock!;Éı¼¶´ó»áÌÃ¼¶<Êı×Ö>½âËø£¡
TID_ALLIANCE_CREATE_TROPHY_COUNT;Minimum trophies to join:;¼ÓÈëµÄ×îµÍ½±±­£º
TID_ALLIANCE_SCORE_LIMIT_NONE;-;- 
TID_CLAN_MINIMUM_TROPHYS;Required trophies:;ĞèÒª½±±­£º
TID_STREAM_EVENT_ACCEPTED;was accepted to the clan by <name>;£¬µÄ<NAME>±»½ÓÊÜµÄÊÏ×å
TID_STREAM_EVENT_DEMOTED;was demoted by <name>;±»½µÖ°µÄ<NAME>
TID_STREAM_EVENT_PROMOTED;was promoted by <name>;ÊÇµÄ<NAME>´Ù½ø
TID_STREAM_EVENT_JOINED;joined the clan;¼ÓÈëÕ½¶Ó
TID_STREAM_EVENT_KICKED;has been kicked out of the clan by <name>;±»Ìß³öµÄÕ½¶Ó<NAME>
TID_STREAM_EVENT_LEFT;has left the clan;ÒÑ¾­Àë¿ªÁËÕ½¶Ó
TID_FEEDBACK_BUTTON1;Purchasing Issue;¹ºÂòÎÊÌâ
TID_FEEDBACK_BUTTON2;Connection Issue;Á¬½ÓÎÊÌâ
TID_FEEDBACK_BUTTON3;Other Problem;ÆäËûÎÊÌâ
TID_FEEDBACK_BUTTON4;Feedback;·´À¡
TID_FEEDBACK_MAIL_TEXT;\n\n\n\n--------DO NOT DELETE!--------\n<tags>\n------------------------------;\ n \ n \ n \ n --------²»ÒªÉ¾³ı£¡-------- \ n <tags> \ n --------------- ---------------
TID_CLAN_JOIN_FAIL_CLOSED;Clan is closed!;ÊÏ×å±»¹Ø±Õ£¡
TID_CLAN_JOIN_FAIL_ALREADY_SENT;Wait before sending another request to join this clan!;Ç°µÈ´ı·¢ËÍÁíÒ»¸öÇëÇó¼ÓÈëÕâ¸öÕ½¶Ó£¡
TID_CLAN_JOIN_FAIL_NO_SCORE;You don't have enough trophies to join this clan!;ÄúÃ»ÓĞ×ã¹»µÄ½±±­¼ÓÈëÕâ¸öÕ½¶Ó£¡
TID_CLAN_JOIN_FAIL_ALREADY_IN_CLAN;You are already in a clan!;ÄãÒÑ¾­ÔÚÒ»¸öÕ½¶Ó£¡
TID_CLAN_JOIN_FAIL_FULL;Clan is full!;ÊÏ×åÊÇÂúµÄ£¡
TID_CLAN_JOIN_FAIL_GENERIC;Unable to join the clan!;ÎŞ·¨¼ÓÈëµÄÕ½¶Ó£¡
TID_REPORT_PLAYER_BUTTON;Report;±¨¸æ
TID_PLAYER_REPORTED_SUCCESSFULLY;Player reported!;²¥·ÅÆ÷±¨£¡
TID_PLAYER_ALREADY_REPORTED;You have already reported this player!;ÄúÒÑ¾­±¨µÀÁËÕâ¸öÇòÔ±£¡
TID_TOO_MANY_REPORTS_SENT;Your daily reporting limit has exceeded!;ÄãµÄÃ¿ÈÕ±¨¸æÒÑ³¬¹ıÏŞÖÆ£¡
TID_CONFIRM_MERGE;Are you sure?;ÄãÈ·¶¨Âğ£¿
TID_CONFIRM_ARE_YOU_SURE;Are you absolutely sure you that want to delete the current village and replace it with:;Äã¾ø¶ÔÏàĞÅÄã£¬ÒªÉ¾³ıµ±Ç°´å×¯£¬È¡¶ø´úÖ®µÄÊÇ£º
TID_CONFIRM_CONFIRM;Please type in \q<confirmword>\q and press the Okay button to complete the action;ÇëÊäÈë\ Q <confirmword> \ Q£¬°´ºÃ°´Å¥Íê³É²Ù×÷
TID_BUTTON_CONFIRM;Okay;ºÃ
TID_CHAT_UNAVAILABLE;Chat unavailable!;ÁÄÌìÎŞ·¨Ê¹ÓÃ£¡
TID_CHAT_BANNED_REASON;Your recent behavior in the global chat has been inappropriate.;ÔÚÈ«ÇòÁÄÌì×î½üµÄĞĞÎªÒÑ¾­ÊÇ²»Ç¡µ±µÄ¡£
TID_CHAT_BANNED_PERIOD_OF;You are temporarily banned from global chat for:;ÄúÔİÊ±½ûÖ¹´ÓÈ«ÇòÁÄÌì£º
TID_CHAT_INFO;To report inappropriate behavior, tap on the offending message and choose \qReport\q.;±¨¸æ²»ÊÊµ±µÄĞĞÎªÉÏÓĞÎÊÌâµÄÏûÏ¢£¬Çëµã»÷²¢Ñ¡Ôñ\ qReport \ Q¡£
TID_CHAT_WELCOME;Welcome to the global chat. Please be respectful and polite towards others.\n\nOffensive behavior will result in a ban.;»¶Ó­À´µ½È«ÇòÁÄÌì¡£Çë×ğÖØºÍÀñÃ²¶Ô´ıËûÈË¡£\ n \ nOffensiveĞĞÎª½«µ¼ÖÂµÄ½ûÁî¡£
TID_CONFIRM_WORD;CONFIRM;CONFIRM
TID_CHAT_FAIL_BANNED;You are banned from global chat!;Äã±»½ûÖ¹´ÓÈ«ÇòÁÄÌì£¡
TID_CHAT_JUST_BANNED;Your behavior in global chat has been inappropriate and you are temporarily banned.;ÄãµÄĞĞÎªÒÑ¾­ÔÚÈ«ÇòÁÄÌì²»ÊÊµ±µÄ£¬ÄãÔİÊ±½ûÖ¹¡£
TID_ATTACK_COOLDOWN_AFTER_MAINTENANCE;Attacking other players is temporarily disabled!;¹¥»÷ÆäËûÍæ¼ÒÔİÊ±½ûÓÃ£¡
TID_BUILDING_BOW;X-Bow;X-¹­
TID_BOW_INFO;The X-Bow shoots mystical bolts with terrifying power. Load it with Elixir and the X-Bow works automagically. You can set it to target ground units at long ranges, or all targets at reduced range.;X-¹­ÉäÉñÃØµÄÂİË¨µÄ¿ÉÅÂÁ¦Á¿¡£¼ÓÔØËüÒ©¼ÁµÄX-BOW×Ô¶¯µÄ×÷Æ·¡£Äú¿ÉÒÔ½«ÆäÉèÖÃÎªÄ¿±êµÄµØÃæµ¥Î»£¬ÔÚ³¤ÆÚµÄ·¶Î§ÄÚ£¬»òËùÓĞÄ¿±ê·¶Î§ËõĞ¡¡£
TID_BUTTON_LOAD;Load;¼ÓÔØ
TID_BUTTON_ATTACK_MODE_AIR;Air;¿ÕÆø
TID_BUTTON_ATTACK_MODE_GROUND;Ground;µØÃæ
TID_BUTTON_ATTACK_MODE_AIR_AND_GROUND;Air & Ground;¿ÕÖĞºÍµØÃæÄ¿±ê
TID_AMMO_ALREADY_FULL;Turret is fully loaded!;ÅÚËşÉÏÂúÔØ£¡
TID_ALLIANCE_BUTTON_SEARCH;Search;ËÑË÷
TID_ALLIANCE_SEARCH;Search Clans:;×Ú×å£º
TID_ALLIANCE_SEARCH_HINT;Please type the first letters of the clan you want to search;ÇëÊäÈëÄúÒªËÑË÷µÄµÚÒ»¸ö×ÖÄ¸µÄÕ½¶Ó
TID_ALLIANCE_TAB_NAME;Search Clans;ËÑË÷ÖĞ¶Ó
TID_BUILDING_TEXT_LOW_AMMO;Low Ammo;µÍµ¯Ò©
TID_BUILDING_TEXT_NO_AMMO;Empty;¿ÕµÄ
TID_JUMP_MASS;Size limit: <number>;´óĞ¡ÏŞÖÆ£º<Êı×Ö>
TID_JUMP_SPELL_INFO;Having trouble with walls? Try jumping over them!\n\nCast to give your troops temporary ability to jump over walls. Upgrade to also allow Giants and P.E.K.K.A.s to jump.;ÓëÇ½±ÚÓĞÎÊÌâ£¿³¢ÊÔÌø£¡\ n \ nCastÏÂ¸øÄãµÄ²¿¶ÓÔİÊ±Ìø¹ıÇ½µÄÄÜÁ¦¡£Éı¼¶µ½ÔÊĞíµÄ¾ŞÈËºÍPEKKAsµ½Ìø¡£
TID_JUMP_SPELL;Jump Spell;Ìø×ªÆ´Ğ´
TID_AMMO_FILL_CONFIRMATION;X-Bow is now loaded!;X-BowÊÇÏÖÔÚ×°£¡
TID_CLAN_SEARCH_RESULTS;Displaying search results for \q<name>\q;ÏÔÊ¾ËÑË÷½á¹û\ Q <Ãû³Æ> \ Q
TID_CLAN_SEARCH_NO_RESULTS;No search results found;ËÑË÷½á¹û
TID_TRAP_HALLOWEENBOMB;Pumpkin Bomb;ÄÏ¹ÏÕ¨µ¯
TID_TRAP_HALLOWEENBOMB_INFO;Boo! This creepy bomb is available for a limited time only.;Ğê£¡ÕâÈÃÈËÃ«¹Çã¤È»µÄÔ­×Óµ¯ÊÇÖ»ÔÚÓĞÏŞµÄÊ±¼ä¡£
